asset_type ,asset_ID ,pos_x               ,pos_y                ,pos_z               ,rot_w                   ,rot_x                   ,rot_y                   ,rot_z              ,error                 ,tracking_validity ,block_num ,trial_num ,block_task ,block_hand ,target_loc    ,distractor_loc
RigidBody  ,       1 ,0.30512598156929016 ,0.02104315347969532  ,0.17707224190235138 ,-0.0003079677699133754  ,-0.00011714200081769377 ,-1.261951638298342e-5   ,1.0                ,1.1031707799702417e-5 ,                1 ,        1 ,        5 ,Backhand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512744188308716 ,0.021041614934802055 ,0.17707154154777527 ,-0.0003728267038241029  ,-6.701226811856031e-5   ,-3.779886901611462e-5   ,1.0                ,1.0538373317103833e-5 ,                1 ,        1 ,        5 ,Backhand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051295280456543  ,0.021041596308350563 ,0.17706748843193054 ,-0.00030896614771336317 ,-8.118141704471782e-5   ,-2.8642731194850057e-5  ,1.0                ,9.504582521913107e-6  ,                1 ,        1 ,        5 ,Backhand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512309074401855 ,0.021044524386525154 ,0.17707765102386475 ,-0.0003193304582964629  ,2.1692168957088143e-5   ,-5.086039163870737e-5   ,1.0                ,1.5236888430081308e-5 ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512309074401855 ,0.021043501794338226 ,0.1770773082971573  ,-0.000263310968875885   ,2.3091524781193584e-5   ,-3.360522532602772e-5   ,1.0                ,1.2740698366542347e-5 ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051169812679291  ,0.021036118268966675 ,0.17704425752162933 ,-0.00020144991867709905 ,-0.00044358480954542756 ,6.740494427504018e-5    ,0.9999998807907104 ,2.7251706342212856e-5 ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30511122941970825 ,0.02103578671813011  ,0.1770511120557785  ,-0.00023893440084066242 ,-0.00041166332084685564 ,0.0001253787340829149   ,0.9999998807907104 ,3.678720531752333e-5  ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051236569881439  ,0.021041685715317726 ,0.1770772635936737  ,-0.000282084132777527   ,6.626758840866387e-5    ,-9.734975901665166e-5   ,1.0                ,1.4236018614610657e-5 ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30511951446533203 ,0.02103642374277115  ,0.1770738661289215  ,-0.00040134479058906436 ,0.000101346944575198    ,1.2769321983796544e-5   ,1.0                ,2.0296945876907557e-5 ,                1 ,        1 ,        6 ,Backhand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.305122971534729   ,0.021040599793195724 ,0.17707443237304687 ,-0.0003062718315050006  ,1.846831764851231e-5    ,-2.07577868422959e-5    ,1.0                ,1.0992625902872533e-5 ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051288425922394  ,0.02104073576629162  ,0.1770659238100052  ,-0.00029408250702545047 ,-0.0001083572133211419  ,-3.900411684298888e-6   ,1.0                ,1.1375728718121536e-5 ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051268458366394  ,0.021042361855506897 ,0.17708085477352142 ,-0.00021312820899765938 ,3.8678386772517115e-5   ,-2.987234438478481e-5   ,1.0                ,1.4294184438767843e-5 ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30512359738349915 ,0.021041588857769966 ,0.17707635462284088 ,-0.00029337030719034374 ,2.3706605134066194e-5   ,-3.472267053439282e-5   ,1.0                ,1.2347951269475743e-5 ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.305121511220932   ,0.021041929721832275 ,0.17707352340221405 ,-0.00022808046196587384 ,5.11960070070927e-6     ,-7.965412805788219e-6   ,1.0                ,1.4879123227728996e-5 ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30512306094169617 ,0.021038325503468513 ,0.17707037925720215 ,-0.0002910108887590468  ,3.9184989873319864e-5   ,-1.328616781393066e-5   ,1.0                ,1.026418340188684e-5  ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051254153251648  ,0.021040774881839752 ,0.17707107961177826 ,-0.00028868208755739033 ,3.1798470445210114e-5   ,1.3105844118399546e-5   ,1.0                ,1.22032142826356e-5   ,                1 ,        2 ,        1 ,Backhand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051258325576782  ,0.021037273108959198 ,0.17706717550754547 ,-0.0003010046202689409  ,-5.935508670518175e-5   ,1.6914204024942592e-5   ,1.0                ,1.4700613974127918e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051268458366394  ,0.021040773019194603 ,0.1770685613155365  ,-0.00028022174956277013 ,-9.453283564653248e-5   ,7.911914508440532e-6    ,1.0                ,1.1034788258257322e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051251471042633  ,0.02103528380393982  ,0.17707209289073944 ,-0.0005250050453469157  ,-7.50878025428392e-5    ,4.496646215557121e-5    ,0.9999998807907104 ,1.3527009286917746e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512505769729614 ,0.021040678024291992 ,0.17707885801792145 ,-0.00038218649569898844 ,-6.700665835523978e-6   ,5.008942935091909e-6    ,1.0                ,1.2790495020453818e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051246106624603  ,0.021042274311184883 ,0.17707325518131256 ,-0.00030240838532336056 ,-1.6947811673162505e-5  ,-2.617468635435216e-5   ,1.0                ,1.3156928616808727e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051249384880066  ,0.02104225568473339  ,0.17707465589046478 ,-0.0002471967018209398  ,3.525625652400777e-5    ,-6.6559441620484e-5     ,1.0                ,1.4840747098787688e-5 ,                1 ,        2 ,        2 ,Backhand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30511999130249023 ,0.021040156483650207 ,0.17708386480808258 ,-0.00042796158231794834 ,0.00010623882553773001  ,-3.773525168071501e-5   ,0.9999998807907104 ,1.9554698155843653e-5 ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512261390686035 ,0.02104402333498001  ,0.17708294093608856 ,-0.00025679790996946394 ,6.137616583146155e-5    ,-3.4302749554626644e-5  ,1.0                ,1.6161495295818895e-5 ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051239252090454  ,0.021046191453933716 ,0.1770835965871811  ,-0.0002598032879177481  ,2.8943948564119637e-5   ,-2.3777276510372758e-5  ,1.0                ,1.3635142749990337e-5 ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051259517669678  ,0.02104252763092518  ,0.17707836627960205 ,-0.0002601632149890065  ,-0.00010280885908287019 ,1.6328456695191562e-5   ,1.0                ,9.706027412903495e-6  ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512723326683044 ,0.021043023094534874 ,0.17707107961177826 ,-0.00032221549190580845 ,-0.00010053325968328863 ,6.719904922647402e-5    ,1.0                ,1.2044769391650334e-5 ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512750148773193 ,0.02104261703789234  ,0.17707160115242004 ,-0.00027106355992145836 ,-5.93424410908483e-5    ,-5.778491322416812e-5   ,1.0                ,1.0966104127874132e-5 ,                1 ,        2 ,        3 ,Backhand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512112379074097 ,0.021039487794041634 ,0.17708371579647064 ,-0.00047158764209598303 ,7.050342537695542e-5    ,-4.1458213672740385e-5  ,0.9999998807907104 ,1.893089574878104e-5  ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512499809265137 ,0.02105015143752098  ,0.17708560824394226 ,-0.00029694492695853114 ,2.6373245418653823e-5   ,-9.911491360981017e-5   ,1.0                ,1.420066473656334e-5  ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051261007785797  ,0.021044911816716194 ,0.17707885801792145 ,-0.000353858747985214   ,-0.00010839971218956634 ,-6.371680501615629e-5   ,1.0                ,8.656354111735709e-6  ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051278591156006  ,0.02104216441512108  ,0.1770741045475006  ,-0.00038074946496635675 ,-0.00010362711327616125 ,-7.222041313070804e-5   ,1.0                ,8.20191235106904e-6   ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512452125549316 ,0.02104714885354042  ,0.17707975208759308 ,-0.0002405406121397391  ,4.227743193041533e-5    ,-4.639695544028655e-5   ,1.0                ,1.4780607671127655e-5 ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512839555740356 ,0.021040691062808037 ,0.17706890404224396 ,-0.00037443393375724554 ,-7.625014404766262e-5   ,-7.659167749807239e-5   ,1.0                ,1.23004265333293e-5   ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512627959251404 ,0.02103731408715248  ,0.17707385122776031 ,-0.0005576781113632023  ,-5.240527025307529e-5   ,-4.7054905735421926e-5  ,0.9999998807907104 ,1.125507515098434e-5  ,                1 ,        2 ,        4 ,Backhand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051232099533081  ,0.021038364619016647 ,0.17707382142543793 ,-0.0002683722705114633  ,2.253986895084381e-5    ,9.799607141758315e-6    ,1.0                ,1.2549884559120983e-5 ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512720346450806 ,0.0210406593978405   ,0.17706966400146484 ,-0.0003001617733389139  ,-7.423183706123382e-5   ,-6.0956706875003874e-5  ,1.0                ,1.1539434126461856e-5 ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512192845344543 ,0.021046092733740807 ,0.17708532512187958 ,-0.00025109812850132585 ,1.4235884009394795e-5   ,-5.177249477128498e-6   ,1.0                ,1.423385037924163e-5  ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.305120587348938   ,0.021039539948105812 ,0.17708764970302582 ,-0.00041407300159335136 ,9.785288420971483e-5    ,0.00011337711475789547  ,0.9999998807907104 ,1.751418130879756e-5  ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051273226737976  ,0.021037552505731583 ,0.1770661175251007  ,-0.00039225778891704977 ,-0.00015648787666577846 ,7.533348252763972e-5    ,0.9999998807907104 ,1.19467704280396e-5   ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051280975341797  ,0.02103806473314762  ,0.17705745995044708 ,-0.0003537468728609383  ,-0.0001378567685605958  ,1.9129569409415126e-5   ,1.0                ,1.2169802175776567e-5 ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30511897802352905 ,0.021036215126514435 ,0.1770745813846588  ,-0.0005013903719373047  ,0.0001041790601448156   ,1.2026267540932167e-5   ,0.9999998807907104 ,1.6517828044015914e-5 ,                1 ,        2 ,        5 ,Backhand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512723326683044 ,0.021039290353655815 ,0.1770700365304947  ,-0.0002878325467463583  ,-0.00012808997416868806 ,8.80616789800115e-6     ,1.0                ,1.0847616067621857e-5 ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512523651123047 ,0.021043933928012848 ,0.17708228528499603 ,-0.00028835824923589826 ,-2.4516197299817577e-5  ,-3.81436366296839e-5    ,1.0                ,1.330779014097061e-5  ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512499809265137 ,0.02103949896991253  ,0.17707499861717224 ,-0.00026742700720205903 ,-8.211626845877618e-5   ,2.969736306113191e-5    ,1.0                ,1.1975818779319525e-5 ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051193356513977  ,0.021040519699454308 ,0.17708119750022888 ,-0.00019419299496803433 ,3.0452676583081484e-5   ,1.3882601706427522e-5   ,1.0                ,1.566953505971469e-5  ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512261390686035 ,0.02103753201663494  ,0.17707905173301697 ,-0.0004423684149514884  ,0.00011427974823163822  ,-2.721977944020182e-5   ,0.9999998807907104 ,1.903592965390999e-5  ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512383580207825 ,0.02103998139500618  ,0.17708054184913635 ,-0.0002430790918879211  ,8.56567348819226e-5     ,3.610931344155688e-6    ,1.0                ,1.2115931895095855e-5 ,                1 ,        2 ,        6 ,Backhand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051220774650574  ,0.021048394963145256 ,0.177089661359787   ,-0.00023926032008603215 ,5.122271250002086e-5    ,1.766773493727669e-5    ,1.0                ,1.3192127880756743e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051234185695648  ,0.021047499030828476 ,0.17708994448184967 ,-0.00024933888926170766 ,4.084058673470281e-5    ,-4.343127511674538e-5   ,1.0                ,1.3794382539344952e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051263988018036  ,0.02104680798947811  ,0.17708195745944977 ,-0.0003652023442555219  ,-0.0001303665485465899  ,-3.379119880264625e-5   ,1.0                ,9.645391401136294e-6  ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511176586151123 ,0.021046800538897514 ,0.17707061767578125 ,-0.00028410842060111463 ,-0.0003852497902698815  ,5.278052412904799e-5    ,0.9999998807907104 ,3.580921475077048e-5  ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051200807094574  ,0.021045643836259842 ,0.17709116637706757 ,-0.00021743433899246156 ,2.536306783440523e-5    ,-1.6506464817211963e-6  ,1.0                ,1.6943555237958208e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512121319770813 ,0.021041037514805794 ,0.17708627879619598 ,-0.00046052661491557956 ,0.00010212936467723921  ,-1.6605745258857496e-5  ,0.9999998807907104 ,1.6982790839392692e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511778593063354 ,0.021040963008999824 ,0.1770855188369751  ,-0.0004777224385179579  ,5.9715061070164666e-5   ,5.276384854369098e-6    ,0.9999998807907104 ,1.8954895494971424e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051210045814514  ,0.021046729758381844 ,0.1770879626274109  ,-0.0003084764175582677  ,4.1113889892585576e-5   ,-3.737634324352257e-5   ,1.0                ,1.465544573875377e-5  ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051198124885559  ,0.021045135334134102 ,0.1770874708890915  ,-0.00023853874881751835 ,3.970454417867586e-5    ,-2.1287594790919684e-5  ,1.0                ,1.4480632671620697e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512189865112305 ,0.021048307418823242 ,0.17708832025527954 ,-0.0003375842934474349  ,5.198076178203337e-5    ,-6.879771535750479e-5   ,1.0                ,1.3483487236953806e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.305120974779129   ,0.02104801870882511  ,0.17708948254585266 ,-0.0002848306321538985  ,3.3090949727920815e-5   ,-5.194649565964937e-5   ,1.0                ,1.6282909200526774e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051200211048126  ,0.02103591524064541  ,0.17707885801792145 ,-0.00046238431241363287 ,-3.6920708225807175e-5  ,0.00010838186426553875  ,0.9999998807907104 ,1.5357594747911207e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
