_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B6FF9EFD10>,0.681779682636261,0.19903112947940826,-0.04465058818459511,508040,1,False,Left,Back,Centre,Right,41
_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B6FF9EF8B0>,0.6908344030380249,0.17736917734146118,-0.022587353363633156,508040,1,False,Left,Back,Centre,Right,41
_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B6FF9EF4F0>,0.6155535578727722,0.19174827635288239,0.0068121920339763165,508040,1,False,Left,Back,Centre,Right,41
_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B68F2EE3B0>,0.682904064655304,0.1647043228149414,0.011220836080610752,508040,1,False,Left,Back,Centre,Right,41
_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B68F2EEEA0>,0.619814395904541,0.1962110847234726,-0.03639950603246689,508040,1,False,Left,Back,Centre,Right,41
_io,pos_x,pos_y,pos_z,frame,trial_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B68F33F0E0>,0.6523786783218384,0.20361711084842682,-0.033393193036317825,508040,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF9F0>,0.6807036399841309,0.19807691872119904,-0.043536391109228134,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF590>,0.690037727355957,0.17658676207065582,-0.021440643817186356,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF770>,0.6152416467666626,0.1914980560541153,0.008227711543440819,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEF90>,0.6824946403503418,0.16410808265209198,0.012317134067416191,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F180>,0.6191226840019226,0.19553115963935852,-0.03495829179883003,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F3B0>,0.6516226530075073,0.20291846990585327,-0.03241155296564102,508041,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFC70>,0.6797444224357605,0.19715099036693573,-0.042418647557497025,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFEF0>,0.689188539981842,0.17569823563098907,-0.020374832674860954,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFBD0>,0.6147420406341553,0.19116219878196716,0.009964614175260067,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF900>,0.6821637153625488,0.16359537839889526,0.013566355220973492,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF8B0>,0.6182600855827332,0.19480545818805695,-0.03332078456878662,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEF90>,0.6507960557937622,0.20198820531368256,-0.031155502423644066,508042,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF270>,0.6788285970687866,0.19630590081214905,-0.041119351983070374,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF8B0>,0.6886364817619324,0.17472130060195923,-0.0193205326795578,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFA90>,0.6144684553146362,0.1908852607011795,0.011944119818508625,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEF40>,0.6819273233413696,0.16305626928806305,0.014897587709128857,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F337180>,0.6174708008766174,0.19411838054656982,-0.031588364392519,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F337310>,0.6500816941261292,0.2012670636177063,-0.029605329036712646,508043,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFCC0>,0.6780812740325928,0.195648655295372,-0.03976566717028618,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFB80>,0.6880330443382263,0.17401699721813202,-0.017946315929293633,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF950>,0.6143043637275696,0.19061054289340973,0.013843527063727379,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFBD0>,0.6815807819366455,0.16248483955860138,0.016257403418421745,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEEA0>,0.6167824864387512,0.19342103600502014,-0.029677648097276688,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F337310>,0.6493193507194519,0.20059740543365479,-0.028149602934718132,508044,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFE50>,0.6772701740264893,0.19487528502941132,-0.038108326494693756,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFBD0>,0.6875373721122742,0.17357300221920013,-0.01627771183848381,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEEA0>,0.6139233708381653,0.19000932574272156,0.01593519188463688,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EEE50>,0.6813225746154785,0.16180789470672607,0.01775360107421875,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F337130>,0.616121232509613,0.19275906682014465,-0.02770199067890644,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F3375E0>,0.6487925052642822,0.19989877939224243,-0.026486430317163467,508045,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF860>,0.6766549944877625,0.19436992704868317,-0.03643382340669632,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF900>,0.6870654225349426,0.17294003069400787,-0.01483086310327053,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F2EED10>,0.6136490702629089,0.18950769305229187,0.017967401072382927,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF630>,0.6811479926109314,0.1612922102212906,0.019387545064091682,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFD60>,0.6154261827468872,0.1921912133693695,-0.025529496371746063,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF950>,0.6483669281005859,0.19924423098564148,-0.02474459819495678,508046,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF310>,0.6760233044624329,0.19378598034381866,-0.034736163914203644,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFF90>,0.6865283846855164,0.172334223985672,-0.013143104501068592,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFB30>,0.6138361692428589,0.18903158605098724,0.020423822104930878,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF9F0>,0.6810212731361389,0.16078390181064606,0.02107771672308445,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F270>,0.6149664521217346,0.1915801763534546,-0.02320304699242115,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F360>,0.6478269696235657,0.1987609565258026,-0.02279680222272873,508047,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF4F0>,0.6755428314208984,0.19327117502689362,-0.03296684846282005,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF400>,0.6860489249229431,0.17179769277572632,-0.011335952207446098,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF6D0>,0.6134904026985168,0.18851059675216675,0.02270297333598137,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF590>,0.6808752417564392,0.1603081226348877,0.02295016683638096,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F4F0>,0.6146770715713501,0.19104349613189697,-0.020838411524891853,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F400>,0.6474088430404663,0.19815529882907867,-0.020841527730226517,508048,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF900>,0.6750728487968445,0.1926616132259369,-0.0309462808072567,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF810>,0.6858165860176086,0.17118576169013977,-0.009493310935795307,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF950>,0.613532304763794,0.18834075331687927,0.025346381589770317,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFEF0>,0.6807647347450256,0.1597762405872345,0.02490461803972721,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F310>,0.6142958998680115,0.19067731499671936,-0.018529918044805527,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F33F1D0>,0.6470242738723755,0.19753366708755493,-0.01879090815782547,508049,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF9F0>,0.6744278073310852,0.1920393854379654,-0.028899218887090683,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFB30>,0.6854354739189148,0.17066346108913422,-0.007419445551931858,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFF40>,0.6135075092315674,0.18777984380722046,0.027721654623746872,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EF770>,0.6809147596359253,0.15952254831790924,0.02724894881248474,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F337270>,0.6139104962348938,0.1900809407234192,-0.01606656052172184,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B68F3373B0>,0.6466688513755798,0.19675417244434357,-0.016563380137085915,508050,1,False,Left,Back,Centre,Right,41
<_io.BytesIO object at 0x000001B6FF9EFAE0>,0.6739083528518677,0.1911916583776474,-0.026722153648734093,508051,1,False,Left,Back,Centre,Right,41
