_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EB8FDA1D0>,0.5655672550201416,0.11711528152227402,-0.1464441865682602,151742,3,1,True,Right,Back,Right,Left,50
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EB8FDA9A0>,0.6251789927482605,0.1095171794295311,-0.08249969780445099,151742,3,1,True,Right,Back,Right,Left,50
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EB8FDA540>,0.5414099097251892,0.130325049161911,-0.10980808734893799,151742,3,1,True,Right,Back,Right,Left,50
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EB8FDA0E0>,0.5150460600852966,0.08741690963506699,-0.1002286896109581,151742,3,1,True,Right,Back,Right,Left,50
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EB8F4F400>,0.5491442084312439,0.05953332409262657,-0.051069486886262894,151742,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAE50>,0.5656468272209167,0.11688514053821564,-0.14639300107955933,151743,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDADB0>,0.6250941753387451,0.10882062464952469,-0.08244221657514572,151743,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAD10>,0.5413689017295837,0.1298172026872635,-0.10973922163248062,151743,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FEA0>,0.5151541233062744,0.08683682978153229,-0.10032753646373749,151743,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FC70>,0.549436092376709,0.058257561177015305,-0.051756009459495544,151743,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F450>,0.5656466484069824,0.11678332090377808,-0.146537646651268,151744,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FF90>,0.6251265406608582,0.10796605050563812,-0.08253680169582367,151744,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F6D0>,0.5413771867752075,0.12939667701721191,-0.10985832661390305,151744,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F0E0>,0.5152056217193604,0.08651445806026459,-0.1003466472029686,151744,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FE50>,0.5493801236152649,0.05787872523069382,-0.052020519971847534,151744,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAB80>,0.5653219223022461,0.11582376062870026,-0.14679056406021118,151746,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA8B0>,0.6251935362815857,0.10651785880327225,-0.08321524411439896,151746,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA2C0>,0.5415869951248169,0.12949103116989136,-0.11014387011528015,151746,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAD10>,0.5148959755897522,0.08707451820373535,-0.10002477467060089,151746,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F720>,0.549263060092926,0.058022644370794296,-0.0521102175116539,151746,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA860>,0.5650147795677185,0.1156848818063736,-0.1469634771347046,151747,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA900>,0.6252394914627075,0.10632506757974625,-0.08383296430110931,151747,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA7C0>,0.5416007041931152,0.12992261350154877,-0.1102486178278923,151747,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAA90>,0.5146346092224121,0.0877128317952156,-0.09974319487810135,151747,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FCC0>,0.5493410229682922,0.05842475965619087,-0.052099063992500305,151747,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA7C0>,0.564424991607666,0.11567140370607376,-0.14740319550037384,151748,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAA40>,0.6252670288085938,0.1066502183675766,-0.08450649678707123,151748,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDADB0>,0.5414398312568665,0.1306162029504776,-0.1104014441370964,151748,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA360>,0.5143389105796814,0.08865644782781601,-0.09933368861675262,151748,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F400>,0.5494804382324219,0.05899076163768768,-0.05207791179418564,151748,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FE50>,0.5640934109687805,0.11619618535041809,-0.14732441306114197,151749,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F950>,0.6250511407852173,0.1074562817811966,-0.08514504879713058,151749,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FF90>,0.5412499308586121,0.13150200247764587,-0.11038811504840851,151749,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F810>,0.5140402317047119,0.08967000246047974,-0.09900109469890594,151749,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F270>,0.5496291518211365,0.059771597385406494,-0.05213840305805206,151749,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FF90>,0.5635597109794617,0.11664774268865585,-0.1476345658302307,151750,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F090>,0.6249269843101501,0.10886261612176895,-0.08557526767253876,151750,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FE50>,0.5409402847290039,0.1325627714395523,-0.11042444407939911,151750,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F2C0>,0.5137775540351868,0.09087417274713516,-0.09866722673177719,151750,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F540>,0.5495153665542603,0.06102392077445984,-0.052101921290159225,151750,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA4A0>,0.5629235506057739,0.11745422333478928,-0.14837023615837097,151751,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDAAE0>,0.6246322989463806,0.11065813153982162,-0.08588621765375137,151751,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA3B0>,0.5406519770622253,0.13391348719596863,-0.11052294820547104,151751,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8FDA8B0>,0.5134983062744141,0.0922512412071228,-0.0983685776591301,151751,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FB80>,0.5491563081741333,0.06267814338207245,-0.05188898369669914,151751,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F450>,0.5621416568756104,0.11830370128154755,-0.14912809431552887,151752,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5FC20>,0.6243624091148376,0.11285601556301117,-0.08590710908174515,151752,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F3B0>,0.540213406085968,0.13532964885234833,-0.11055070906877518,151752,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F770>,0.5132415294647217,0.0937613695859909,-0.09816325455904007,151752,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5FE00>,0.5488550066947937,0.06462030112743378,-0.05167499557137489,151752,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F540>,0.561432421207428,0.1193615049123764,-0.14986954629421234,151753,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F4A0>,0.6239796876907349,0.1153963953256607,-0.08570557087659836,151753,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F7C0>,0.5397447943687439,0.13688670098781586,-0.11061465740203857,151753,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4FD60>,0.5130516290664673,0.09528075158596039,-0.09797883778810501,151753,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F4F180>,0.5486496090888977,0.06675956398248672,-0.05135961249470711,151753,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F9F0>,0.5608839988708496,0.12065853178501129,-0.1505197435617447,151754,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F2C0>,0.6236943006515503,0.11812503635883331,-0.08521787077188492,151754,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F310>,0.5392491221427917,0.1385219246149063,-0.11061090975999832,151754,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F4F0>,0.5128775835037231,0.0968908816576004,-0.09777090698480606,151754,3,1,True,Right,Back,Right,Left,50
<_io.BytesIO object at 0x0000014EB8F5F040>,0.5484097003936768,0.06889335066080093,-0.05101357027888298,151754,3,1,True,Right,Back,Right,Left,50
