_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B47B38B4F0>,0.33943259716033936,0.010608423501253128,-0.14249323308467865,189584,4,5,True,Left,Back,Centre,Right,68
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B47B38BA40>,0.3383008539676666,-0.09110847115516663,-0.0772099494934082,189584,4,5,True,Left,Back,Centre,Right,68
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B47B38B3B0>,0.2963416576385498,0.0159109216183424,-0.13537782430648804,189584,4,5,True,Left,Back,Centre,Right,68
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B47B38B450>,0.26933562755584717,-0.012734358198940754,-0.1560278683900833,189584,4,5,True,Left,Back,Centre,Right,68
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001B47B3687C0>,0.24934101104736328,-0.07665533572435379,-0.11908414214849472,189584,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B9F0>,0.33946868777275085,0.010586459189653397,-0.14249123632907867,189585,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B8B0>,0.3383580148220062,-0.09109337627887726,-0.07716208696365356,189585,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B4F0>,0.2963690757751465,0.01589963026344776,-0.13537980616092682,189585,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38BE00>,0.2694137692451477,-0.012778828851878643,-0.15604658424854279,189585,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B3688B0>,0.24941469728946686,-0.07669615745544434,-0.11909061670303345,189585,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B368F90>,0.3395056426525116,0.010559256188571453,-0.14247819781303406,189586,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B368810>,0.33837008476257324,-0.09112468361854553,-0.07715354859828949,189586,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B3684F0>,0.29640427231788635,0.015871072188019753,-0.13537849485874176,189586,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B270>,0.26944613456726074,-0.012800808995962143,-0.15604828298091888,189586,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B7C0>,0.2494359016418457,-0.0767175555229187,-0.11909806728363037,189586,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38B9F0>,0.3395351767539978,0.010552912019193172,-0.14246010780334473,189587,4,5,True,Left,Back,Centre,Right,68
<_io.BytesIO object at 0x000001B47B38BE00>,0.33840978145599365,-0.09113343060016632,-0.07713870704174042,189587,4,5,True,Left,Back,Centre,Right,68
