_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000002A112DE72C0>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97646,4,1,True,Right,Front,Left,Centre,67
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000002A112EB6EA0>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97646,4,1,True,Right,Front,Left,Centre,67
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000002A112EB6720>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97646,4,1,True,Right,Front,Left,Centre,67
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000002A112EB6810>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97646,4,1,True,Right,Front,Left,Centre,67
_io,pos_x,pos_y,pos_z,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000002A112EB6590>,0.8136342167854309,-0.029319733381271362,0.04591089114546776,97646,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7680>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97647,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB64F0>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97647,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6360>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97647,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6090>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97647,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6CC0>,0.8136342167854309,-0.029319733381271362,0.04591089114546776,97647,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7B30>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97648,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6040>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97648,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6CC0>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97648,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB62C0>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97648,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB6770>,0.8136342167854309,-0.029319733381271362,0.04591089114546776,97648,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7DB0>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97649,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7130>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97649,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7EA0>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97649,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7A40>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97649,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE72C0>,0.8136342167854309,-0.029319733381271362,0.04591089114546776,97649,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A17F345220>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97650,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A17F345130>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97650,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7590>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97650,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7770>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97650,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7220>,0.8136342167854309,-0.029319733381271362,0.04591089114546776,97650,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112DE7A90>,0.7936878800392151,0.05204007402062416,-0.02740219607949257,97651,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7630>,0.8296951651573181,0.05847587808966637,-0.03391818702220917,97651,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB7180>,0.8814328908920288,-0.02254180982708931,-0.024521050974726677,97651,4,1,True,Right,Front,Left,Centre,67
<_io.BytesIO object at 0x000002A112EB74F0>,0.8551535606384277,0.03576967120170593,-0.052810247987508774,97651,4,1,True,Right,Front,Left,Centre,67
